bv_id,page,tyc2_id,label,ra_deg,de_deg,x,y,z,vt_mag,bt_mag,bv_color,gl_deg,gb_deg,gx,gy,gz,hip,plx_mas,e_plx_mas,dist_pc,dist_ly,dist_ly_naive,dist_quality,px_ly,py_ly,pz_ly,gx_ly,gy_ly,gz_ly,uid,date,n_view,link,src_x,src_y,src_prox,cid,title,part,token_row
BV1hD421A7i5,1,TYC 3869-494-1,94,233.81748899,53.92214832,-0.347653145,-0.475312137,0.808217584,6.098,7.506,1.408,86.159589,49.847341,0.043188944,0.64337841,0.764329076,76311,8.47,0.3,118.038,384.987,385.072,good,-133.8419,-182.989,311.1532,16.6272,247.6923,294.2567,67654111,2024-05-16,2867,//player.bilibili.com/player.html?isOutside=true&aid=1504551815&bvid=BV1hD421A7i5&cid=1547870486&p=1,-0.34835094,-0.4753577,999,1547870486,【星尘Infinity】泛泛人类不会祈祷【SYNTHESIZER V COVER】,【星尘Infinity】泛泛人类不会祈祷【SYNTHESIZER V COVER】,2118
BV1bE421G7tu,1,TYC 5284-2546-1,46,36.48752289,-12.29047913,0.785559779,0.581018965,-0.212868027,4.862,4.839,-0.023,183.746614,-63.348847,-0.447598542,-0.029310595,-0.893754124,11345,7.15,0.26,139.753,455.815,456.163,good,358.0698,264.8371,-97.0284,-204.0221,-13.3602,-407.3864,1601640,2024-05-16,268,//player.bilibili.com/player.html?isOutside=true&aid=1654646124&bvid=BV1bE421G7tu&cid=1548139957&p=1,0.7856684,0.58104944,999,1548139957,【恭迎吾皇驾临B站】Dearest【永夜Minus】調声晒し,【恭迎吾皇驾临B站】Dearest【永夜Minus】調声晒し,2119
BV1fw4m117N4,1,TYC 1517-1328-1,41,245.01781655,21.13260882,-0.39393366,-0.845479765,0.360527723,6.142,7.221,1.079,37.584093,42.350741,0.58565478,0.450755923,0.67366726,80021,10.19,0.39,98.163,320.164,320.075,good,-126.1233,-270.692,115.4279,187.5055,144.3157,215.6839,645999511,2024-04-19,1126,//player.bilibili.com/player.html?isOutside=true&aid=1103398747&bvid=BV1fw4m117N4&cid=1512571279&p=1,-0.3946638,-0.84555084,999,1512571279,【星尘Infinity】人样【2024V吧调音赛AC096】,【星尘Infinity】人样【2024V吧调音赛AC096】,2120
BV15J4m1N79f,1,TYC 6014-255-1,91,134.6830567,-16.13272881,-0.675493486,0.683008393,-0.27786343,5.871,6.43,0.559,243.300487,18.911893,-0.425056723,-0.845149119,0.32411379,44075,47.54,0.31,21.036,68.611,68.607,good,-46.3466,46.8622,-19.0646,-29.1637,-57.9869,22.2379,8151904,2024-05-14,80,//player.bilibili.com/player.html?isOutside=true&aid=1254510570&bvid=BV15J4m1N79f&cid=1544892281&p=1,-0.6764165,0.68305063,999,1544892281,【鏡音リン⧸星尘Infinity｜Kagamine Rin⧸Xingchen Infinity】メズマライザー (Mesmerizer)【Cover】,【鏡音リン⧸星尘Infinity｜Kagamine Rin⧸Xingchen Infinity】メズマライザー (Mesmerizer)【Cover】,2121
BV1Sb421b7u8,1,TYC 3060-1881-1,9,238.87746224,42.56619317,-0.380672945,-0.630487885,0.676441525,5.729,5.631,-0.098,67.767431,49.785099,0.244295049,0.59765541,0.763628143,77986,6.08,0.24,164.211,535.584,536.441,good,-203.8824,-337.6794,362.2914,130.8406,320.0948,408.9872,163104011,2024-05-15,5263,//player.bilibili.com/player.html?isOutside=true&aid=1804557692&bvid=BV1Sb421b7u8&cid=1545313721&p=1,-0.3813942,-0.6305449,999,1545313721,【星尘inf】《Scared to Be Lonely》（SV Cover）,【星尘inf】《Scared to Be Lonely》（ACE Cover）,2122
BV1my411Y7td,1,TYC 6797-688-1,43,243.72262642,-25.47697844,-0.399666515,-0.809468362,-0.430148401,6.057,6.088,0.031,350.386759,18.117876,0.937072474,-0.158716699,0.310972971,79622,6.72,0.4,148.423,484.09,485.352,good,-193.4746,-391.8555,-208.2305,453.6274,-76.8332,150.5389,440421599,2024-05-15,1448,//player.bilibili.com/player.html?isOutside=true&aid=1954651815&bvid=BV1my411Y7td&cid=1545720980&p=1,-0.40040177,-0.8095377,999,1545720980,elm【星尘infinity】,elm【星尘infinity】,2123
BV19E42137YE,1,TYC 7560-11-1,47,43.39332517,-38.43700207,0.569182932,0.53812395,-0.621653766,5.977,6.442,0.465,244.615888,-62.118226,-0.20047379,-0.42249915,-0.883914435,13473,17.09,0.33,58.534,190.912,190.846,good,108.6638,102.7342,-118.6811,-38.2728,-80.6601,-168.7498,7493323,2024-05-11,1275,//player.bilibili.com/player.html?isOutside=true&aid=1654497473&bvid=BV19E42137YE&cid=1540241640&p=1,0.56913865,0.5381484,999,1540241640,【星尘原创曲】本次列车终点站是黄泉路站【swiss126】【SunoAI】【ChatGPT】,【星尘原创曲】本次列车终点站是黄泉路站【swiss126】【SunoAI】【ChatGPT】,2124
BV1GM4m1y7Jk,1,TYC 2846-1428-1,98,43.42756675,38.33748295,0.569644552,0.539205477,0.620292301,5.391,5.818,0.427,147.815416,-18.555429,-0.802340762,0.504959506,-0.318221935,13490,14.15,0.72,70.799,230.915,230.499,good,131.5395,124.5106,143.2348,-185.2725,116.6027,-73.4822,1976728897,2024-05-14,204756,//player.bilibili.com/player.html?isOutside=true&aid=1304682308&bvid=BV1GM4m1y7Jk&cid=1544143554&p=1,0.5695995,0.5392295,999,1544143554,【忘川拾遗录•李煜】昨日欢【星尘infinity/赤羽原创】“蘸我血，和我泪，作我墨，算悲喜清明。”【忘川风华录同人】,【忘川拾遗录•李煜】昨日欢【星尘infinity/赤羽原创】“蘸我血，和我泪，作我墨，算悲喜清明。”【忘川风华录同人】,2125
BV1SZ421x7c4,1,TYC 9173-1001-1,67,73.79667378,-74.93685357,0.072519658,0.249560224,-0.965639992,5.63,7.448,1.818,287.114578,-33.550449,0.245255728,-0.796495064,-0.552671007,22871,4.88,0.22,204.188,665.971,668.353,good,48.296,166.1999,-643.0885,163.3333,-530.4428,-368.063,445022409,2024-05-14,2173,//player.bilibili.com/player.html?isOutside=true&aid=1154565063&bvid=BV1SZ421x7c4&cid=1545257467&p=1,0.072121024,0.24956393,999,1545257467,【Minus】大哉乾元⚡翻唱⚡,【Minus】大哉乾元⚡翻唱⚡（Synthesizer V Std）,2126
BV1kT421D7YQ,1,TYC 3060-1880-1,12,238.65771021,43.13856536,-0.379554341,-0.623220514,0.683765086,5.556,7.532,1.976,68.68024,49.867641,0.234342679,0.600445951,0.764557499,77907,4.99,0.22,199.749,651.494,653.62,good,-247.2774,-406.0245,445.4689,152.6729,391.187,498.1047,285359693,2024-05-14,2006,//player.bilibili.com/player.html?isOutside=true&aid=1704673589&bvid=BV1kT421D7YQ&cid=1544722379&p=1,-0.3802752,-0.6232784,999,1544722379,【永夜minus】《千灯之约》看千灯飘向那无尽的夜空【Synthesizer V cover.周深】,【永夜minus】《千灯之约》看千灯飘向那无尽的夜空【Synthesizer V cover.周深】,2127
BV17Z421E7tf,1,TYC 9386-2611-1,76,87.56993226,-79.36136177,0.007827635,0.184448145,-0.982811075,5.439,5.359,-0.08,291.132885,-29.437411,0.313985015,-0.812322715,-0.491472499,27566,11.44,0.2,87.423,285.136,285.102,good,2.2319,52.5927,-280.2343,89.5283,-231.622,-140.1363,2341174,2024-05-05,3377,//player.bilibili.com/player.html?isOutside=true&aid=1154148976&bvid=BV17Z421E7tf&cid=1532128021&p=1,0.0073821545,0.18444729,999,1532128021,【星尘Infinity/日文原创曲】夜逃げ計画 / 夜晚逃离计划,【星尘Infinity/日文原创曲】夜逃げ計画 / 夜晚逃离计划,2128
BV1cA4m1G7Hf,1,TYC 5464-811-1,91,142.912418,-10.55199898,-0.784224585,0.592837251,-0.183127807,6.156,6.44,0.284,243.892283,28.653715,-0.386167635,-0.787997556,0.479514764,46744,19.45,1.06,51.575,168.215,167.69,good,-131.9185,99.7243,-30.8049,-64.9593,-132.5532,80.6617,37998073,2024-02-20,914,//player.bilibili.com/player.html?isOutside=true&aid=1100946356&bvid=BV1cA4m1G7Hf&cid=1445726063&p=1,-0.7852335,0.5928687,999,1445726063,星尘infinity翻唱女娃HWAA官方中文版 【SyhthesizerV COVER】,星尘infinity翻唱女娃HWAA官方中文版 【SyhthesizerV COVER】,2129
BV1GC411J7HC,1,TYC 4539-1189-1,52,112.76858948,82.41146515,-0.051107802,0.121767478,0.991241986,5.088,6.969,1.881,131.418546,28.178207,-0.583149244,0.661021534,0.472215513,36547,6.53,0.25,152.955,498.874,499.474,good,-25.4964,60.7466,494.5049,-290.918,329.7665,235.5761,37998073,2024-04-29,641,//player.bilibili.com/player.html?isOutside=true&aid=1953824239&bvid=BV1GC411J7HC&cid=1524343492&p=1,-0.051594436,0.12176323,999,1524343492,【星尘infinity】Bubble Gum feat.NewJeans【SynthV COVER】,【星尘infinity】Bubble Gum feat.NewJeans【SynthV COVER】,2130
BV1oD421A7Pj,1,TYC 9392-1931-1,3,100.0120355,-80.8135915,-0.027755439,0.157215795,-0.987174164,5.631,5.846,0.215,292.603823,-27.206169,0.341834416,-0.82105004,-0.457193682,31897,7.88,0.18,126.881,413.831,413.904,good,-11.486,65.0607,-408.5229,141.4615,-339.7756,-189.2007,8151904,2024-05-14,603,//player.bilibili.com/player.html?isOutside=true&aid=1504672775&bvid=BV1oD421A7Pj&cid=1544894027&p=1,-0.02822578,0.15721357,999,1544894027,狂雨 - Ft.  星尘 Infinity,狂雨 - Ft.  星尘 Infinity,2131
BV1Q4421f7oB,1,TYC 381-1598-1,28,246.04512546,6.94820742,-0.403035194,-0.907154005,0.120972081,5.82,5.836,0.016,21.301671,35.770999,0.755928208,0.294749487,0.584547076,80351,8.9,0.36,112.346,366.425,366.468,good,-147.682,-332.4035,44.3271,276.9907,108.0035,214.1924,127207268,2024-05-04,531,//player.bilibili.com/player.html?isOutside=true&aid=1754037776&bvid=BV1Q4421f7oB&cid=1531056000&p=1,-0.4037732,-0.9072298,999,1531056000,【浅仓透生贺 · 2024】statice 【星尘Infinity/翻唱】【SYNTHESIZER V COVER】,【浅仓透生贺 · 2024】statice 【星尘Infinity/翻唱】【SYNTHESIZER V COVER】,2132
BV1BD421P7xF,1,TYC 9028-336-1,65,226.20077486,-64.03134878,-0.303070905,-0.316047973,-0.899033762,5.272,6.346,1.074,316.908828,-4.840305,0.727663222,-0.680724946,-0.084378808,73776,11.82,0.3,84.626,276.014,275.936,good,-83.6518,-87.2337,-248.146,200.8453,-187.8897,-23.2897,18705667,2024-05-12,595,//player.bilibili.com/player.html?isOutside=true&aid=1504251893&bvid=BV1BD421P7xF&cid=1540926467&p=1,-0.30374032,-0.31607848,999,1540926467,【星尘Infinity原创】起源【CLQST朱鹭灯一夜同人曲】,【星尘Infinity原创】起源【CLQST朱鹭灯一夜同人曲】,2133
BV1qE421V7ok,1,TYC 2579-2093-1,13,240.83068544,36.63178937,-0.391125592,-0.700717798,0.59667021,5.87,6.5,0.63,58.566589,48.610653,0.34480621,0.564143248,0.750234012,78649,4.98,0.3,199.593,650.984,654.932,good,-254.6166,-456.1563,388.423,224.4634,367.2484,488.3906,189012554,2024-05-11,615,//player.bilibili.com/player.html?isOutside=true&aid=1654349740&bvid=BV1qE421V7ok&cid=1540465295&p=1,-0.39185512,-0.7007785,999,1540465295,希望有羽毛和翅膀(Cover 星尘Infinity),希望有羽毛和翅膀(Cover 星尘Infinity),2134
BV1NB42167U7,1,TYC 6792-2274-1,25,242.75862713,-29.41621848,-0.39872583,-0.77446049,-0.491150345,5.227,6.544,1.317,346.80785,15.986249,0.935958555,-0.219391805,0.275406642,79302,10.26,0.36,97.49,317.97,317.891,good,-126.7829,-246.2554,-156.1712,297.607,-69.7601,87.5711,15607580,2024-02-17,11171,//player.bilibili.com/player.html?isOutside=true&aid=1350563496&bvid=BV1NB42167U7&cid=1439595281&p=1,-0.3994584,-0.77452993,999,1439595281,【星尘原创】Mirage In Retrospect【2024专辑首发单曲】,【星尘原创】Mirage In Retrospect【2024专辑首发单曲】,2135
BV1DT421S7q2,1,TYC 3707-802-1,54,52.50095139,55.45183444,0.345220427,0.449915489,0.823649749,5.103,5.14,0.037,144.144518,-0.74961,-0.810427629,0.585692666,-0.013082784,16292,16.42,0.29,60.918,198.688,198.634,good,68.5911,89.3928,163.6493,-161.0222,116.3701,-2.5994,44898131,2024-05-10,340,//player.bilibili.com/player.html?isOutside=true&aid=1704472850&bvid=BV1DT421S7q2&cid=1539716648&p=1,0.34501553,0.44993603,999,1539716648,【星尘infinity】BreakingPoint【ichi】,BreakingPoint feat.星尘infinity,2136
BV14S4y1F7Bu,1,TYC 3223-3620-1,84,344.09845578,41.60387495,0.719139608,-0.204873261,0.663976785,5.563,5.398,-0.165,100.91688,-16.297803,-0.181774502,0.942446226,-0.2806299,113281,2.56,0.3,367.861,1199.802,1274.048,good,862.8251,-245.8073,796.6406,-218.0934,1130.7488,-336.7003,82521410,2022-02-21,3759,//player.bilibili.com/player.html?isOutside=true&aid=681703592&bvid=BV14S4y1F7Bu&cid=513601522&p=1,0.71920097,-0.20489901,621,513601522,【星尘Infinity】我的稻草人【Synthesizer V COVER】,【星尘Infinity】我的稻草人,2137
BV1cT4y197kA,1,TYC 464-3404-1,7,289.6354016,1.08511912,0.335973316,-0.941681099,0.018937769,5.283,6.675,1.392,37.001908,-5.529174,0.794899719,0.599041415,-0.096352581,94885,8.79,0.51,113.728,370.932,371.054,good,124.6233,-349.2997,7.0246,294.8537,222.2036,-35.7403,82521410,2022-02-18,3989,//player.bilibili.com/player.html?isOutside=true&aid=936626618&bvid=BV1cT4y197kA&cid=511962314&p=1,0.33576143,-0.94175947,33,511962314,【星尘Infinity】尘降【梦回入坑】【Synthesizer V COVER】,【星尘Infinity】尘降【Synthesizer V COVER】,2138
BV1pt411G7Rh,1,TYC 3975-1822-1,63,324.74007452,57.48904196,0.438859164,-0.310269003,0.84328867,5.73,5.908,0.178,99.290389,3.738318,-0.161094774,0.984782959,0.065199671,106886,1.65,0.63,399.667,1303.538,1976.705,poor,572.0695,-404.4474,1099.2587,-209.9931,1283.7018,84.9902,82521410,2019-07-16,238,//player.bilibili.com/player.html?isOutside=true&aid=59378707&bvid=BV1pt411G7Rh&cid=103469276&p=1,0.43872106,-0.3103022,118,103469276,【心华×星尘】那一天从梦中醒来（Cover：秋风MusiX）,【心华×星尘】那一天从梦中醒来,2139
BV1w1421z7Gk,1,TYC 820-1635-1,91,142.11422732,9.05678227,-0.779397044,0.606433282,0.157413224,5.507,6.171,0.664,223.657278,38.896403,-0.563073501,-0.537282036,0.627914203,46454,30.15,1.45,33.275,108.527,108.178,good,-84.5856,65.8144,17.0836,-61.1087,-58.3096,68.1456,638168758,2024-05-11,8566,//player.bilibili.com/player.html?isOutside=true&aid=1554317474&bvid=BV1w1421z7Gk&cid=1541276865&p=1,-0.7804017,0.60646665,999,1541276865,【星尘】“站在银河美术馆前的少年”-星尘cos-平行四界-五维介质,IMG_9467,2140
BV1qM4m1d7eN,1,TYC 9417-1460-1,29,198.57220609,-78.44745353,-0.189837272,-0.063784798,-0.97974145,5.955,7.167,1.212,304.118026,-15.628362,0.540162655,-0.797276485,-0.26939657,64587,2.67,0.27,358.367,1168.838,1221.559,good,-221.889,-74.5541,-1145.159,631.3626,-931.887,-314.8809,189012554,2024-05-12,335,//player.bilibili.com/player.html?isOutside=true&aid=1304288612&bvid=BV1qM4m1d7eN&cid=1541383190&p=1,-0.19042325,-0.06380105,999,1541383190,在银河中孤独摇摆(Cover 星尘Infinity),在银河中孤独摇摆(Cover 星尘Infinity),2141
BV1pT421C75w,1,TYC 8309-556-1,93,237.5679728,-45.40171137,-0.376552345,-0.592619081,-0.712047018,6.152,6.457,0.305,332.767335,6.858842,0.882792287,-0.454330017,0.119423673,77574,22.09,0.37,45.284,147.697,147.649,good,-55.6157,-87.5282,-105.1673,130.3859,-67.1033,17.6385,172468624,2024-04-30,149,//player.bilibili.com/player.html?isOutside=true&aid=1703769149&bvid=BV1pT421C75w&cid=1526022755&p=1,-0.37727314,-0.59267247,999,1526022755,【星尘Inf】《涟漪》【SV COVER】【传统艺能】,【星尘Inf】《涟漪》【SV COVER】【传统艺能】,2142
BV1mb421b7Xy,1,TYC 4072-1494-1,15,61.66183692,65.5207968,0.196687541,0.364706244,0.910111733,6.153,6.337,0.184,141.383695,9.909787,-0.769685224,0.61479033,0.172097374,19177,7.45,0.41,134.037,437.169,437.794,good,85.9858,159.4384,397.873,-336.4829,268.7675,75.2357,285359693,2024-05-12,682,//player.bilibili.com/player.html?isOutside=true&aid=1804553258&bvid=BV1mb421b7Xy&cid=1542985562&p=1,0.19637716,0.36471963,999,1542985562,【星尘&永夜minus】超兽武装【Synthesizer V Cover.刘罡&陈洁丽】,【星尘&永夜minus】超兽武装【Synthesizer V Cover.刘罡&陈洁丽】,2143
BV1gD421A7Sk,1,TYC 4632-2151-1,8,157.76938229,82.55859795,-0.11988532,0.048999043,0.991577836,5.297,5.692,0.395,128.032201,33.124374,-0.515978885,0.659658344,0.546458287,51502,46.51,1.39,21.532,70.227,70.126,good,-8.4192,3.441,69.6353,-36.2355,46.3257,38.376,635663,2024-05-12,1430,//player.bilibili.com/player.html?isOutside=true&aid=1504487234&bvid=BV1gD421A7Sk&cid=1542846763&p=1,-0.120423615,0.04898858,999,1542846763,"星尘Infinity带你看极光 《Good Morning, Polar Night》翻唱 yukkedoluce","星尘Infinity带你看极光 《Good Morning, Polar Night》翻唱 yukkedoluce",2144
BV1Vi421C77i,1,TYC 6801-1004-1,43,243.07585418,-27.92637613,-0.400080769,-0.787779285,-0.468336606,4.543,4.372,-0.171,348.11659,16.835393,0.936627952,-0.197095241,0.289623109,79404,6.81,0.16,146.786,478.751,478.937,good,-191.5389,-377.1498,-224.2164,448.4111,-94.3595,138.6572,1895976916,2024-05-12,262,//player.bilibili.com/player.html?isOutside=true&aid=1454374378&bvid=BV1Vi421C77i&cid=1542796751&p=1,-0.40081638,-0.78784716,999,1542796751,【星尘&永夜】花に雨を、君に歌を：予雨于花，予你于歌【Synth cover】,【星尘&永夜】花に雨を、君に歌を：予雨于花，予你于歌【Synth cover】,2145
BV1gZ421J7xG,1,TYC 4186-1373-1,65,224.39585498,65.93246407,-0.291392016,-0.285310851,0.913065393,4.865,6.592,1.727,104.871387,46.526056,-0.176581629,0.664978814,0.725687333,73199,7.1,0.37,140.619,458.637,459.375,good,-133.6432,-130.8541,418.7656,-80.9869,304.9839,332.827,44027915,2024-05-01,1521,//player.bilibili.com/player.html?isOutside=true&aid=1153763565&bvid=BV1gZ421J7xG&cid=1525621311&p=1,-0.29204893,-0.2853456,999,1525621311,【星尘infinity】东京不太热（原创曲绘/翻写伴奏）,【星尘infinity】东京不太热（原创曲绘/翻写伴奏）,2146
BV1CT421S7qR,1,TYC 7844-198-1,83,234.51334783,-42.56734635,-0.427538005,-0.599681635,-0.676456348,4.497,6.19,1.693,332.782207,10.444902,0.874538838,-0.44979528,0.181289898,76552,14.92,0.27,67.041,218.658,218.603,good,-93.4847,-131.1253,-147.9127,191.225,-98.3514,39.6405,8151904,2024-05-12,1408,//player.bilibili.com/player.html?isOutside=true&aid=1704488206&bvid=BV1CT421S7qR&cid=1543106473&p=1,-0.4282875,-0.59973776,903,1543106473,【星尘】横竖撇点折 - 平安夜的噩梦【4K 60FPS】【风湮】,【星尘】横竖撇点折 - 平安夜的噩梦【4K 60FPS】【风湮】,2147
BV1Nx4y1q7NW,1,TYC 9409-2039-1,8,150.18245655,-82.21467218,-0.117528503,0.067357006,-0.990782562,5.525,5.577,0.052,297.276076,-21.293597,0.426992631,-0.828131315,-0.363147102,49065,8.69,0.29,115.059,375.273,375.324,good,-44.1052,25.2772,-371.8137,160.2387,-310.7751,-136.2792,398660064,2024-05-03,367,//player.bilibili.com/player.html?isOutside=true&aid=1004041894&bvid=BV1Nx4y1q7NW&cid=1529459284&p=1,-0.11806244,0.06734896,999,1529459284,【星尘】【原创】恋日,【星尘】【原创】恋日,2148
BV1sq421F73j,1,TYC 5625-1388-1,43,244.7517492,-14.87282052,-0.412251124,-0.874166627,-0.256674343,6.177,7.947,1.77,359.586302,24.444321,0.910340102,-0.006573126,0.413808764,79938,3.07,0.57,294.307,959.9,1062.399,good,-395.7199,-839.1126,-246.3817,873.8355,-6.3095,397.2151,613784642,2024-04-22,346,//player.bilibili.com/player.html?isOutside=true&aid=1453305365&bvid=BV1sq421F73j&cid=1515422845&p=1,-0.41299474,-0.87424034,999,1515422845,【星尘infinity】ジミーサム-starduster【SynthesizerVカバー】,【星尘infinity】ジミーサム-starduster【SynthesizerVカバー】,2149
BV1VW411i71N,1,TYC 6888-2980-1,9,291.2668393,-29.30935943,0.316280938,-0.812607987,-0.4895249,6.065,7.577,1.512,9.294699,-19.674927,0.929255149,0.152083095,-0.336683233,95456,10.95,0.66,91.429,298.2,297.86,good,94.3149,-242.3196,-145.9763,277.1038,45.3512,-100.3989,3025110,2018-01-26,6685,//player.bilibili.com/player.html?isOutside=true&aid=18596194&bvid=BV1VW411i71N&cid=30345171&p=1,0.3160565,-0.812678,107,30345171,[星尘原创]陌生约会[JazMaybe][Pop],[星尘原创]陌生约会[JazMaybe][Pop],2150
BV1Db411u77w,1,TYC 7497-1511-1,15,337.87637951,-32.34607797,0.782629776,-0.318168902,-0.535031946,4.28,4.312,0.032,14.594105,-59.317201,0.493820463,0.128576341,-0.860005509,111188,22.84,0.21,43.787,142.815,142.801,good,111.7712,-45.4393,-76.4105,70.5249,18.3626,-122.8216,3025110,2019-04-12,39516,//player.bilibili.com/player.html?isOutside=true&aid=48698675&bvid=BV1Db411u77w&cid=85275528&p=1,0.78273594,-0.31820524,303,85275528,【星尘原创】绝缘【JazMaybe】【Rock】,絕緣 (PV)-H.264,2151
BV1Hw4m117Qo,1,TYC 4555-1515-1,85,172.96055762,81.12725736,-0.153077705,0.018902555,0.988033354,6.153,6.439,0.286,126.625596,35.422651,-0.486155101,0.653997819,0.579603374,56253,16.89,0.27,59.22,193.151,193.106,good,-29.5671,3.651,190.8396,-93.9014,126.3203,111.951,22472219,2024-05-01,317,//player.bilibili.com/player.html?isOutside=true&aid=1103802468&bvid=BV1Hw4m117Qo&cid=1526873442&p=1,-0.15363961,0.018887043,999,1526873442,【永夜Minus】今生如梦【Synthesizer V Cover】,【永夜Minus】今生如梦【Synthesizer V Cover】,2152
BV1KJ4m1T7Vg,1,TYC 9032-2566-1,35,223.67742108,-65.99109205,-0.294270665,-0.280989373,-0.91348221,6.059,5.978,-0.081,315.031982,-6.058683,0.703549487,-0.702764503,-0.105547017,72965,2.56,0.36,360.141,1174.623,1274.048,good,-345.6571,-330.0566,-1072.9974,826.4055,-825.4835,-123.978,1323266,2024-05-10,22909,//player.bilibili.com/player.html?isOutside=true&aid=1254345095&bvid=BV1KJ4m1T7Vg&cid=1539501107&p=1,-0.29493117,-0.28102112,999,1539501107,甜妹！永夜Minus《在银河中孤独摇摆》【知更鸟角色曲翻唱 / 工程配布】,甜妹！永夜Minus《在银河中孤独摇摆》【知更鸟角色曲翻唱 / 工程配布】,2153
BV1xS411c7k3,1,TYC 7018-347-1,22,42.66836237,-35.67585084,0.597296837,0.550559311,-0.583198881,5.615,7.119,1.504,239.01053,-63.282775,-0.231483881,-0.385414305,-0.893236266,13265,7.1,0.28,140.715,458.951,459.375,good,274.1297,252.6795,-267.6595,-106.2397,-176.8861,-409.9513,285926728,2024-05-11,9991,//player.bilibili.com/player.html?isOutside=true&aid=1904448730&bvid=BV1xS411c7k3&cid=1539979192&p=1,0.5972725,0.5505878,999,1539979192,【星尘】在银河中孤独摇摆【Hi-Res】,【星尘】在银河中孤独摇摆【Hi-Res】,2154
BV1QZ421j7sA,1,TYC 8706-1061-1,35,229.37897778,-58.80089389,-0.337254224,-0.393189198,-0.855372342,4.071,4.184,0.113,320.890346,-1.119078,0.775792134,-0.630686238,-0.019530347,74824,32.73,0.19,30.554,99.655,99.651,good,-33.6092,-39.1834,-85.2425,77.3119,-62.8513,-1.9463,55019697,2024-05-11,33426,//player.bilibili.com/player.html?isOutside=true&aid=1154363328&bvid=BV1QZ421j7sA&cid=1540496408&p=1,-0.33794522,-0.3932284,999,1540496408,『来亚什基积雨云』“将爱与和平的理想乡构筑”【重返未来：1999-再见来亚什基-薇拉向填词】,『来亚什基积雨云』“将爱与和平的理想乡构筑”【重返未来：1999-再见来亚什基-薇拉向填词】,2155
BV1um421u7f1,1,TYC 9257-1947-1,35,219.44274184,-67.93200859,-0.290143121,-0.238688948,-0.926738666,6.095,6.636,0.541,312.686368,-7.097131,0.672790164,-0.729443864,-0.12355179,71530,35.85,0.45,27.901,90.999,90.978,good,-26.4028,-21.7205,-84.3326,61.2235,-66.3789,-11.2431,1340212199,2024-05-10,1053,//player.bilibili.com/player.html?isOutside=true&aid=1604385433&bvid=BV1um421u7f1&cid=1539828721&p=1,-0.29079974,-0.2387346,999,1539828721,愿此行，终抵群星 | 希望有羽毛和翅膀 - 中文版【永夜Minus】,《崩坏：星穹铁道》愿此行，终抵群星 | 希望有羽毛和翅膀 - 中文版【永夜Minus】,2156
BV1oJ4m1H7aV,1,TYC 8304-1742-1,7,235.65511733,-49.48955199,-0.366479277,-0.536335547,-0.760287525,6.162,7.743,1.581,329.205158,4.44708,0.856419842,-0.510424205,0.077538287,76935,5.3,0.35,187.494,611.525,615.389,good,-224.1112,-327.9826,-464.9348,523.7221,-312.1371,47.4166,4273707,2024-04-26,2515,//player.bilibili.com/player.html?isOutside=true&aid=1253570396&bvid=BV1oJ4m1H7aV&cid=1520678162&p=1,-0.3671913,-0.5363856,999,1520678162,【星界&永夜minus】5/8【Anyc】,【星界&永夜minus】5/8【Anyc】,2157
BV1TE421V7TY,1,TYC 2850-2114-1,12,44.91616583,41.03294309,0.534173326,0.532612423,0.656492852,6.047,7.78,1.733,147.499513,-15.642367,-0.812150735,0.517406794,-0.26963196,13949,5.03,0.4,196.799,641.873,648.422,good,342.8716,341.8697,421.3852,-521.2979,332.1096,-173.0696,269391445,2024-05-07,711,//player.bilibili.com/player.html?isOutside=true&aid=1654245281&bvid=BV1TE421V7TY&cid=1535334779&p=1,0.5341027,0.5326377,999,1535334779,【星尘Infinity】勇敢的人,【星尘Infinity】勇敢的人,2158
BV1Nw4m1y7eX,1,TYC 1776-1396-1,76,40.17114703,27.06094247,0.680467402,0.574452407,0.454937959,5.307,5.401,0.094,151.017966,-29.785851,-0.759203983,0.420522485,-0.496759652,12489,14.09,0.32,70.998,231.563,231.481,good,157.5712,133.0221,105.3469,-175.8037,97.3776,-115.0313,142476049,2024-05-08,2095,//player.bilibili.com/player.html?isOutside=true&aid=1104109730&bvid=BV1Nw4m1y7eX&cid=1535625632&p=1,0.68050265,0.5744796,999,1535625632,【星尘Infinity】「在银河中孤独摇摆」《崩坏：星穹铁道》知更鸟PV【Synthesizer V】,【星尘Infinity】「孤独摇摆」《崩坏：星穹铁道》知更鸟角色PV【Synthesizer V】,2159
BV1Vp421Q7rd,1,TYC 3315-2530-1,1,48.34946668,48.17695099,0.443167077,0.498265259,0.745207806,6.024,7.181,1.157,145.959879,-8.245389,-0.82008003,0.55398688,-0.143412977,15004,8.58,0.37,116.518,380.03,380.136,good,168.4169,189.3559,283.2015,-311.6553,210.5318,-54.5013,3494358737225862,2024-05-08,7870,//player.bilibili.com/player.html?isOutside=true&aid=1853550897&bvid=BV1Vp421Q7rd&cid=1518772778&p=1,0.44303203,0.4982884,999,1518772778,【星尘Infinity】绝体绝命【HB to A186p】【SYNTHESIZER V COVER】,【星尘Infinity】绝体绝命【HB to A186p】【SYNTHESIZER V COVER】,2160
